manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
5041,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L13,L6_L13,5777,HumanEval/161,493,144,0,163,54,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",54,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5777:MultiLineInfilling/HumanEval/161/L6_L13,all_official_rows_except_frozen_controller_test_groups
5042,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L7,L7_L7,5778,HumanEval/161,513,17,107,170,6,41,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5778:MultiLineInfilling/HumanEval/161/L7_L7,all_official_rows_except_frozen_controller_test_groups
5043,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L8,L7_L8,5779,HumanEval/161,513,28,96,170,11,36,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",11,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5779:MultiLineInfilling/HumanEval/161/L7_L8,all_official_rows_except_frozen_controller_test_groups
5044,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L9,L7_L9,5780,HumanEval/161,513,50,74,170,19,28,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5780:MultiLineInfilling/HumanEval/161/L7_L9,all_official_rows_except_frozen_controller_test_groups
5045,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L10,L7_L10,5781,HumanEval/161,513,65,59,170,24,23,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5781:MultiLineInfilling/HumanEval/161/L7_L10,all_official_rows_except_frozen_controller_test_groups
5046,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L11,L7_L11,5782,HumanEval/161,513,82,42,170,33,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",33,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5782:MultiLineInfilling/HumanEval/161/L7_L11,all_official_rows_except_frozen_controller_test_groups
5047,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L12,L7_L12,5783,HumanEval/161,513,111,13,170,43,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5783:MultiLineInfilling/HumanEval/161/L7_L12,all_official_rows_except_frozen_controller_test_groups
5048,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L7_L13,L7_L13,5784,HumanEval/161,513,124,0,170,47,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5784:MultiLineInfilling/HumanEval/161/L7_L13,all_official_rows_except_frozen_controller_test_groups
5049,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L8,L8_L8,5785,HumanEval/161,530,11,96,176,5,36,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",5,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5785:MultiLineInfilling/HumanEval/161/L8_L8,all_official_rows_except_frozen_controller_test_groups
5050,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L9,L8_L9,5786,HumanEval/161,530,33,74,176,13,28,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5786:MultiLineInfilling/HumanEval/161/L8_L9,all_official_rows_except_frozen_controller_test_groups
5051,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L10,L8_L10,5787,HumanEval/161,530,48,59,176,18,23,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5787:MultiLineInfilling/HumanEval/161/L8_L10,all_official_rows_except_frozen_controller_test_groups
5052,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L11,L8_L11,5788,HumanEval/161,530,65,42,176,27,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",27,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5788:MultiLineInfilling/HumanEval/161/L8_L11,all_official_rows_except_frozen_controller_test_groups
5053,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L12,L8_L12,5789,HumanEval/161,530,94,13,176,37,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5789:MultiLineInfilling/HumanEval/161/L8_L12,all_official_rows_except_frozen_controller_test_groups
5054,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L8_L13,L8_L13,5790,HumanEval/161,530,107,0,176,41,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",41,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5790:MultiLineInfilling/HumanEval/161/L8_L13,all_official_rows_except_frozen_controller_test_groups
5055,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L9_L9,L9_L9,5791,HumanEval/161,541,22,74,181,8,28,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5791:MultiLineInfilling/HumanEval/161/L9_L9,all_official_rows_except_frozen_controller_test_groups
5056,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L9_L10,L9_L10,5792,HumanEval/161,541,37,59,181,13,23,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5792:MultiLineInfilling/HumanEval/161/L9_L10,all_official_rows_except_frozen_controller_test_groups
5057,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L9_L11,L9_L11,5793,HumanEval/161,541,54,42,181,22,14,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",22,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5793:MultiLineInfilling/HumanEval/161/L9_L11,all_official_rows_except_frozen_controller_test_groups
5058,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L9_L12,L9_L12,5794,HumanEval/161,541,83,13,181,32,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",32,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5794:MultiLineInfilling/HumanEval/161/L9_L12,all_official_rows_except_frozen_controller_test_groups
5059,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L9_L13,L9_L13,5795,HumanEval/161,541,96,0,181,36,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",36,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5795:MultiLineInfilling/HumanEval/161/L9_L13,all_official_rows_except_frozen_controller_test_groups
5060,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L10_L10,L10_L10,5796,HumanEval/161,563,15,59,189,5,23,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",5,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5796:MultiLineInfilling/HumanEval/161/L10_L10,all_official_rows_except_frozen_controller_test_groups
5061,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L10_L11,L10_L11,5797,HumanEval/161,563,32,42,189,14,14,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5797:MultiLineInfilling/HumanEval/161/L10_L11,all_official_rows_except_frozen_controller_test_groups
5062,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L10_L12,L10_L12,5798,HumanEval/161,563,61,13,189,24,4,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5798:MultiLineInfilling/HumanEval/161/L10_L12,all_official_rows_except_frozen_controller_test_groups
5063,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L10_L13,L10_L13,5799,HumanEval/161,563,74,0,189,28,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5799:MultiLineInfilling/HumanEval/161/L10_L13,all_official_rows_except_frozen_controller_test_groups
5064,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L11_L11,L11_L11,5800,HumanEval/161,578,17,42,194,9,14,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5800:MultiLineInfilling/HumanEval/161/L11_L11,all_official_rows_except_frozen_controller_test_groups
5065,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L11_L12,L11_L12,5801,HumanEval/161,578,46,13,194,19,4,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5801:MultiLineInfilling/HumanEval/161/L11_L12,all_official_rows_except_frozen_controller_test_groups
5066,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L11_L13,L11_L13,5802,HumanEval/161,578,59,0,194,23,0,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",23,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5802:MultiLineInfilling/HumanEval/161/L11_L13,all_official_rows_except_frozen_controller_test_groups
5067,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L12_L12,L12_L12,5803,HumanEval/161,595,29,13,203,10,4,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5803:MultiLineInfilling/HumanEval/161/L12_L12,all_official_rows_except_frozen_controller_test_groups
5068,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L12_L13,L12_L13,5804,HumanEval/161,595,42,0,203,14,0,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5804:MultiLineInfilling/HumanEval/161/L12_L13,all_official_rows_except_frozen_controller_test_groups
5069,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L13_L13,L13_L13,5805,HumanEval/161,624,13,0,213,4,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5805:MultiLineInfilling/HumanEval/161/L13_L13,all_official_rows_except_frozen_controller_test_groups
5070,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/162/L0_L0,L0_L0,5806,HumanEval/162,232,19,75,89,5,19,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",5,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5806:MultiLineInfilling/HumanEval/162/L0_L0,all_official_rows_except_frozen_controller_test_groups
5071,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/162/L0_L1,L0_L1,5807,HumanEval/162,232,94,0,89,24,0,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5807:MultiLineInfilling/HumanEval/162/L0_L1,all_official_rows_except_frozen_controller_test_groups
5072,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/162/L1_L1,L1_L1,5808,HumanEval/162,250,75,0,93,19,0,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5808:MultiLineInfilling/HumanEval/162/L1_L1,all_official_rows_except_frozen_controller_test_groups
5073,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L0_L0,L0_L0,5809,HumanEval/163,294,30,91,111,13,39,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5809:MultiLineInfilling/HumanEval/163/L0_L0,all_official_rows_except_frozen_controller_test_groups
5074,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L0_L1,L0_L1,5810,HumanEval/163,294,60,61,111,26,26,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",26,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5810:MultiLineInfilling/HumanEval/163/L0_L1,all_official_rows_except_frozen_controller_test_groups
5075,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L0_L3,L0_L3,5811,HumanEval/163,294,121,0,111,52,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5811:MultiLineInfilling/HumanEval/163/L0_L3,all_official_rows_except_frozen_controller_test_groups
5076,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L1_L1,L1_L1,5812,HumanEval/163,323,30,61,123,13,26,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5812:MultiLineInfilling/HumanEval/163/L1_L1,all_official_rows_except_frozen_controller_test_groups
5077,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L1_L3,L1_L3,5813,HumanEval/163,323,91,0,123,39,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",39,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5813:MultiLineInfilling/HumanEval/163/L1_L3,all_official_rows_except_frozen_controller_test_groups
5078,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/163/L3_L3,L3_L3,5814,HumanEval/163,354,60,0,137,25,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5814:MultiLineInfilling/HumanEval/163/L3_L3,all_official_rows_except_frozen_controller_test_groups
5079,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/1,1,0,HumanEval/0,450,77,73,153,18,14,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:0:RandomSpanInfilling/HumanEval/0/1,all_official_rows_except_frozen_controller_test_groups
5080,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/2,2,1,HumanEval/0,362,78,160,132,21,34,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:1:RandomSpanInfilling/HumanEval/0/2,all_official_rows_except_frozen_controller_test_groups
5081,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/3,3,2,HumanEval/0,419,35,146,148,9,31,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:2:RandomSpanInfilling/HumanEval/0/3,all_official_rows_except_frozen_controller_test_groups
5082,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/4,4,3,HumanEval/0,368,168,64,133,39,13,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",39,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:3:RandomSpanInfilling/HumanEval/0/4,all_official_rows_except_frozen_controller_test_groups
5083,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/5,5,4,HumanEval/0,450,19,131,153,7,26,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:4:RandomSpanInfilling/HumanEval/0/5,all_official_rows_except_frozen_controller_test_groups
5084,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/6,6,5,HumanEval/0,558,4,38,177,1,9,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",1,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:5:RandomSpanInfilling/HumanEval/0/6,all_official_rows_except_frozen_controller_test_groups
5085,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/7,7,6,HumanEval/0,422,128,50,147,30,9,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:6:RandomSpanInfilling/HumanEval/0/7,all_official_rows_except_frozen_controller_test_groups
5086,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/8,8,7,HumanEval/0,435,29,136,150,9,26,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:7:RandomSpanInfilling/HumanEval/0/8,all_official_rows_except_frozen_controller_test_groups
5087,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/9,9,8,HumanEval/0,447,4,149,152,2,32,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",2,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:8:RandomSpanInfilling/HumanEval/0/9,all_official_rows_except_frozen_controller_test_groups
5088,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/0/10,10,9,HumanEval/0,478,21,101,160,5,21,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",5,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:9:RandomSpanInfilling/HumanEval/0/10,all_official_rows_except_frozen_controller_test_groups
5089,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/1/1,1,10,HumanEval/1,655,159,111,162,39,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",39,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:10:RandomSpanInfilling/HumanEval/1/1,all_official_rows_except_frozen_controller_test_groups
5090,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/1/2,2,11,HumanEval/1,763,86,76,186,21,15,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:11:RandomSpanInfilling/HumanEval/1/2,all_official_rows_except_frozen_controller_test_groups
5091,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/1/3,3,12,HumanEval/1,799,120,6,193,26,3,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",26,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:12:RandomSpanInfilling/HumanEval/1/3,all_official_rows_except_frozen_controller_test_groups
5092,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/1/4,4,13,HumanEval/1,697,194,34,170,42,9,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",42,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:13:RandomSpanInfilling/HumanEval/1/4,all_official_rows_except_frozen_controller_test_groups
5093,HumanEval-RandomSpanInfilling,RandomSpanInfilling/HumanEval/1/5,5,14,HumanEval/1,666,116,143,165,29,30,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",29,False,included_not_frozen_controller_test,HumanEval-RandomSpanInfilling:14:RandomSpanInfilling/HumanEval/1/5,all_official_rows_except_frozen_controller_test_groups
